*.uuid,*.event,*.properties.api,*.properties.$lib_version,*.properties.platform,*.properties.database,*.properties.auth,*.properties.$geoip_disable,*.properties.backend,*.properties.packageManager,*.properties.$lib,*.properties.dbSetup,*.properties.addons.0,*.properties.addons.1,*.properties.addons.2,*.properties.node_version,*.properties.runtime,*.properties.git,*.properties.orm,*.properties.cli_version,*.properties.install,*.properties.frontend.0,*.properties.$sent_at,*.properties.$transformations_succeeded.0,*.properties.$transformations_succeeded.1,*.timestamp,*.team_id,*.distinct_id,*.elements_chain,*.created_at,*.properties.examples.0,*.properties.examples.1,*.properties.addons.3,*.properties.frontend.1,*.properties.addons.4,*.properties.addons.5,*.properties.$ip,*.properties.timestamp,*.properties.projectDir,*.properties.projectName,*.properties.relativePath,event,person_display_name -- Person.display_name,person_display_name -- Person.id,"coalesce(properties.$current_url, properties.$screen_name) -- Url / Screen",properties.$lib,timestamp
01971822-6e70-7739-a7cc-5527bfcc7dad,project_created,trpc,4.18.0,darwin,none,False,True,hono,pnpm,posthog-node,none,,,,v20.17.0,node,False,none,2.14.0,True,react-router,2025-05-28T18:23:19.152Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:23:19.527000+00:00,162968,cli_1748456599145_30749dae99f54268a6cae91f162167e2,,2025-05-28 18:23:19.856000+00:00,,,,,,,,,,,,project_created,cli_1748456599145_30749dae99f54268a6cae91f162167e2,c0110d2d-3b03-51cf-b036-8179d46f8fde,,posthog-node,2025-05-28 18:23:19.527000+00:00
01971822-3b43-751e-a718-54c408676609,project_created,trpc,4.18.0,linux,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v24.1.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T18:23:06.051Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:23:13.096000+00:00,162968,cli_1748456586048_c7a1e6e2e8ff401f87050f036e23c360,,2025-05-28 18:23:14.657000+00:00,,,,,,,,,,,,project_created,cli_1748456586048_c7a1e6e2e8ff401f87050f036e23c360,cfc6ddaa-131f-5ee8-a6ee-d395480f18bb,,posthog-node,2025-05-28 18:23:13.096000+00:00
01971820-e0e3-70f2-9956-d78a2dca906a,project_created,trpc,4.18.0,darwin,none,False,True,hono,pnpm,posthog-node,none,,,,v20.17.0,node,False,none,2.14.0,True,react-router,2025-05-28T18:21:37.379Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:21:37.813000+00:00,162968,cli_1748456497372_a9edea897eb34d34bb575c523b17169a,,2025-05-28 18:21:44.523000+00:00,,,,,,,,,,,,project_created,cli_1748456497372_a9edea897eb34d34bb575c523b17169a,0463bd36-9c21-5537-81c1-795d8226ecb7,,posthog-node,2025-05-28 18:21:37.813000+00:00
01971820-4498-77c4-b70d-c65cf4f88f38,project_created,trpc,4.18.0,darwin,sqlite,False,True,hono,pnpm,posthog-node,none,,,,v20.17.0,node,False,none,2.14.0,True,react-router,2025-05-28T18:20:57.368Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:20:57.732000+00:00,162968,cli_1748456457361_3ad35526ba194291a57675e11c06d001,,2025-05-28 18:21:02.476000+00:00,,,,,,,,,,,,project_created,cli_1748456457361_3ad35526ba194291a57675e11c06d001,b570fd85-1b17-5dc0-ad7b-8b4b4d68ed33,,posthog-node,2025-05-28 18:20:57.732000+00:00
0197181e-83b3-7fb8-a379-f8ff17685267,project_created,trpc,4.18.0,linux,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v24.1.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T18:19:02.452Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:19:04.567000+00:00,162968,cli_1748456342449_ca19e8eaf4e64f3391a9375c3d82d3b1,,2025-05-28 18:19:04.978000+00:00,,,,,,,,,,,,project_created,cli_1748456342449_ca19e8eaf4e64f3391a9375c3d82d3b1,f73ddfe4-1d9f-57e8-8224-f323769cfd1c,,posthog-node,2025-05-28 18:19:04.567000+00:00
0197181d-b8a3-7284-99e0-eeed85325b58,project_created,orpc,4.18.0,linux,postgres,True,True,elysia,bun,posthog-node,none,turborepo,,,v22.15.0,bun,True,drizzle,2.14.0,True,native-nativewind,2025-05-28T18:18:10.467Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:18:10.743000+00:00,162968,cli_1748456290463_68e16c696c15419593422db1b757e1e5,,2025-05-28 18:18:11.309000+00:00,,,,,,,,,,,,project_created,cli_1748456290463_68e16c696c15419593422db1b757e1e5,c1962a70-73e4-5c03-b65e-1b83f14edaa8,,posthog-node,2025-05-28 18:18:10.743000+00:00
01971819-2030-718a-b239-7e7b3541295e,project_created,trpc,4.18.0,win32,sqlite,True,True,elysia,bun,posthog-node,turso,turborepo,,,v22.11.0,bun,True,drizzle,2.14.0,True,native-nativewind,2025-05-28T18:13:09.296Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:13:05.526000+00:00,162968,cli_1748455989291_f09463a1940f4bb3b696c7695d0fbf4d,,2025-05-28 18:13:05.944000+00:00,,,,,,,,,,,,project_created,cli_1748455989291_f09463a1940f4bb3b696c7695d0fbf4d,41b703ae-3132-5068-b753-631b48a9569c,,posthog-node,2025-05-28 18:13:05.526000+00:00
01971814-9c17-786e-87c6-c2b2141037b5,project_created,trpc,4.18.0,linux,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v24.1.0,bun,False,drizzle,2.14.0,True,tanstack-router,2025-05-28T18:08:13.336Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:08:15.407000+00:00,162968,cli_1748455693331_71cf6186b71f48f4bfc34dfcd6126402,,2025-05-28 18:08:20.919000+00:00,,,,,,,,,,,,project_created,cli_1748455693331_71cf6186b71f48f4bfc34dfcd6126402,dacc22b5-d4c7-5b65-9866-f3d4be7ca122,,posthog-node,2025-05-28 18:08:15.407000+00:00
01971811-6b1c-78f7-a1a7-bc4d38dd3352,project_created,none,4.18.0,linux,postgres,True,True,next,npm,posthog-node,neon,,,,v20.15.0,node,True,drizzle,2.14.0,False,next,2025-05-28T18:04:44.188Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:04:44.301000+00:00,162968,cli_1748455484186_51d84001d23847c6b64c8a7868663567,,2025-05-28 18:04:44.575000+00:00,,,,,,,,,,,,project_created,cli_1748455484186_51d84001d23847c6b64c8a7868663567,8eedc57c-337f-560f-89a0-42c420e06ad7,,posthog-node,2025-05-28 18:04:44.301000+00:00
0197180f-ab7b-7659-bb4d-0261f8c1a3f3,project_created,trpc,4.18.0,linux,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v24.1.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T18:02:49.596Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:02:51.664000+00:00,162968,cli_1748455369589_0fe768454f514feebedf5629c04fe3a6,,2025-05-28 18:02:51.934000+00:00,,,,,,,,,,,,project_created,cli_1748455369589_0fe768454f514feebedf5629c04fe3a6,acdb602a-0266-5032-b44d-415be6ac4ce6,,posthog-node,2025-05-28 18:02:51.664000+00:00
0197180a-9190-7e19-b642-c37fc8b6bda8,project_created,trpc,4.18.0,win32,sqlite,True,True,hono,bun,posthog-node,none,biome,turborepo,,v22.16.0,bun,True,drizzle,2.14.0,True,next,2025-05-28T17:57:15.28Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:57:17.390000+00:00,162968,cli_1748455035275_ebf7e40529484aa4bd7f076f6b41f1d0,,2025-05-28 17:57:18.123000+00:00,,,,,,,,,,,,project_created,cli_1748455035275_ebf7e40529484aa4bd7f076f6b41f1d0,b44b989d-b282-571c-97b4-b5a2c06855aa,,posthog-node,2025-05-28 17:57:17.390000+00:00
0197180a-1eca-7b4d-805f-90b544977026,project_created,orpc,4.18.0,darwin,postgres,True,True,elysia,bun,posthog-node,none,,,,v22.2.0,bun,True,drizzle,2.14.0,True,tanstack-start,2025-05-28T17:56:45.899Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:56:46.889000+00:00,162968,cli_1748455005891_d52ce1202aeb4c639dd286b1b36e49e5,,2025-05-28 17:56:47.197000+00:00,,,,,,,,,,,,project_created,cli_1748455005891_d52ce1202aeb4c639dd286b1b36e49e5,87583b64-8dd9-5a85-a60b-bf5b6248d709,,posthog-node,2025-05-28 17:56:46.889000+00:00
01971801-1841-79e4-a2b5-aab245735dc2,project_created,trpc,4.18.0,win32,sqlite,True,True,hono,bun,posthog-node,none,biome,pwa,turborepo,v22.16.0,bun,True,drizzle,2.14.0,True,next,2025-05-28T17:46:54.402Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:46:56.471000+00:00,162968,cli_1748454414398_33d233ec842847118327ffb91e2acf13,,2025-05-28 17:46:57.223000+00:00,,,,,,,,,,,,project_created,cli_1748454414398_33d233ec842847118327ffb91e2acf13,f917b589-f3f3-50ba-9d45-ad10d5707b98,,posthog-node,2025-05-28 17:46:56.471000+00:00
019717ff-c5e6-7789-9bf4-9a3dcbbb1dbf,project_created,none,4.18.0,darwin,none,False,True,none,bun,posthog-node,none,turborepo,,,v20.11.1,none,True,none,2.14.0,True,tanstack-router,2025-05-28T17:45:27.782Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:45:28.121000+00:00,162968,cli_1748454327779_4d230a6fbbec4659aa72db2ca3a67334,,2025-05-28 17:45:28.747000+00:00,,,,,,,,,,,,project_created,cli_1748454327779_4d230a6fbbec4659aa72db2ca3a67334,0f3a5d3f-482b-5c79-8898-890f5f0d8758,,posthog-node,2025-05-28 17:45:28.121000+00:00
019717fe-b6af-76ea-a0be-1c1e452cf82e,project_created,none,4.18.0,linux,none,False,True,none,npm,posthog-node,none,turborepo,,,v22.16.0,none,False,none,2.14.0,True,react-router,2025-05-28T17:44:18.352Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:44:19.595000+00:00,162968,cli_1748454258347_af0967039c044750888c73d1551a00c0,,2025-05-28 17:44:20.011000+00:00,,,,,,,,,,,,project_created,cli_1748454258347_af0967039c044750888c73d1551a00c0,f96bda8a-5af2-5c60-8757-11c246211cd2,,posthog-node,2025-05-28 17:44:19.595000+00:00
019717fc-3e08-7390-a1aa-4a3a93bb4c2a,project_created,none,4.18.0,darwin,none,False,True,convex,pnpm,posthog-node,none,turborepo,biome,husky,v22.14.0,none,True,none,2.14.0,False,next,2025-05-28T17:41:36.392Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:41:37.362000+00:00,162968,cli_1748454096390_f25962c6236148698d60e22001b92954,,2025-05-28 17:41:37.735000+00:00,todo,,pwa,,,,,,,,,project_created,cli_1748454096390_f25962c6236148698d60e22001b92954,e3fe1676-1c45-535d-b89b-e09f1182d20b,,posthog-node,2025-05-28 17:41:37.362000+00:00
019717f5-551d-78f0-9a5f-2d37c54198e6,project_created,none,4.18.0,win32,none,False,True,none,bun,posthog-node,none,,,,v23.6.1,none,False,none,2.14.0,True,next,2025-05-28T17:34:03.551Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:34:04.111000+00:00,162968,cli_1748453643534_5052270ce7c04cfbaa2ccc2b87e44829,,2025-05-28 17:34:04.534000+00:00,,,,,,,,,,,,project_created,cli_1748453643534_5052270ce7c04cfbaa2ccc2b87e44829,b2f167e9-8e67-5bc6-aadb-24b1fae21f9f,,posthog-node,2025-05-28 17:34:04.111000+00:00
019717f0-7d3a-751f-99de-286c6e2291f1,project_created,none,4.18.0,darwin,none,False,True,none,bun,posthog-node,none,turborepo,,,v20.18.0,none,False,none,2.14.0,True,tanstack-start,2025-05-28T17:28:46.138Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:28:46.827000+00:00,162968,cli_1748453326134_4f793891171e4d3ca211063c198c5c3b,,2025-05-28 17:28:47.855000+00:00,,,,,,,,,,,,project_created,cli_1748453326134_4f793891171e4d3ca211063c198c5c3b,0a9f1b5b-4d01-59b8-9132-e65de21f5493,,posthog-node,2025-05-28 17:28:46.827000+00:00
019717eb-e17a-727e-9622-674c0ca50004,project_created,trpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,neon,turborepo,,,v20.18.0,bun,False,drizzle,2.14.0,True,tanstack-start,2025-05-28T17:23:44.122Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:23:46.529000+00:00,162968,cli_1748453024117_4389a99e1d9f4902a7a2090e393735db,,2025-05-28 17:23:46.974000+00:00,,,,,,,,,,,,project_created,cli_1748453024117_4389a99e1d9f4902a7a2090e393735db,77f900a3-ee38-5282-a86e-60c5be7189e8,,posthog-node,2025-05-28 17:23:46.529000+00:00
019717e8-a7bd-71a9-8e34-fb00c710ad18,project_created,none,4.18.0,darwin,none,False,True,convex,pnpm,posthog-node,none,turborepo,biome,husky,v22.14.0,none,True,none,2.14.0,True,next,2025-05-28T17:20:12.734Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:20:13.380000+00:00,162968,cli_1748452812731_7e636b2ad2c94cd98a397e30e50e44cc,,2025-05-28 17:20:14.715000+00:00,todo,,pwa,,,,,,,,,project_created,cli_1748452812731_7e636b2ad2c94cd98a397e30e50e44cc,2553e019-bcd1-528f-887a-65ac6f8e0d55,,posthog-node,2025-05-28 17:20:13.380000+00:00
019717e5-b41d-78de-807c-d4d98592168b,project_created,orpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,none,biome,husky,turborepo,v23.10.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T17:16:59.293Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:16:59.538000+00:00,162968,cli_1748452619287_62d423ae091543afb764df11d1448cd7,,2025-05-28 17:17:00.203000+00:00,ai,,,,,,,,,,,project_created,cli_1748452619287_62d423ae091543afb764df11d1448cd7,f0ea8df5-ace2-512b-a0b4-7193a387d274,,posthog-node,2025-05-28 17:16:59.538000+00:00
019717e5-638b-79b7-9798-3ecd9298f14b,project_created,orpc,4.18.0,darwin,postgres,False,True,hono,bun,posthog-node,none,biome,turborepo,,v20.15.0,bun,True,drizzle,2.14.0,True,tanstack-start,2025-05-28T17:16:38.668Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:16:39.203000+00:00,162968,cli_1748452598662_6fd6c1433a53475da8a157476eb853b8,,2025-05-28 17:16:47.180000+00:00,,,,,,,,,,,,project_created,cli_1748452598662_6fd6c1433a53475da8a157476eb853b8,5b9300ae-f56d-5df1-96a2-ace1128b9a6b,,posthog-node,2025-05-28 17:16:39.203000+00:00
019717e2-aa62-7376-9638-3e1e45bbe700,project_created,orpc,4.18.0,darwin,mysql,False,True,express,pnpm,posthog-node,none,turborepo,,,v22.15.1,node,False,drizzle,2.14.0,False,react-router,2025-05-28T17:13:40.194Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:13:43.851000+00:00,162968,cli_1748452420191_bffa8be0c9f44c41a4b215a279c4e6ef,,2025-05-28 17:13:44.833000+00:00,todo,,,,,,,,,,,project_created,cli_1748452420191_bffa8be0c9f44c41a4b215a279c4e6ef,adb01287-9c2c-54ca-8813-15f6bd34f942,,posthog-node,2025-05-28 17:13:43.851000+00:00
019717db-811e-7c6a-9385-c6fb20e78bc5,project_created,trpc,4.18.0,win32,sqlite,True,True,hono,bun,posthog-node,none,biome,pwa,turborepo,v22.16.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T17:05:50.878Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:05:52.896000+00:00,162968,cli_1748451950874_07778ed1f08c4a43a2c76107989029fa,,2025-05-28 17:05:54.808000+00:00,,,,,,,,,,,,project_created,cli_1748451950874_07778ed1f08c4a43a2c76107989029fa,3eb24133-7b1c-5dc6-9435-9bd6f5505557,,posthog-node,2025-05-28 17:05:52.896000+00:00
019717d6-9531-7e76-9645-8c3397599bd9,project_created,orpc,4.18.0,darwin,postgres,True,True,hono,pnpm,posthog-node,neon,turborepo,,,v23.11.0,node,True,prisma,2.14.0,True,tanstack-start,2025-05-28T17:00:28.337Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 17:00:30.770000+00:00,162968,cli_1748451628324_8c6d79c7eb19481cb11aff43fbda24a9,,2025-05-28 17:00:48.704000+00:00,,,,,,,,,,,,project_created,cli_1748451628324_8c6d79c7eb19481cb11aff43fbda24a9,76af1b22-9177-5c77-961b-a97624397014,,posthog-node,2025-05-28 17:00:30.770000+00:00
019717d3-2078-7cd1-9829-b809113d5eda,project_created,orpc,4.18.0,win32,postgres,True,True,hono,bun,posthog-node,neon,biome,turborepo,,v22.16.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T16:56:41.849Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:56:43.852000+00:00,162968,cli_1748451401845_10d97e31d5904ba2a9300b7b8778bb9c,,2025-05-28 17:03:03.413000+00:00,,,,,,,,,,,,project_created,cli_1748451401845_10d97e31d5904ba2a9300b7b8778bb9c,a2022978-3ac2-5036-94ef-b4625bb6eda2,,posthog-node,2025-05-28 16:56:43.852000+00:00
019717c7-a5f0-7773-8001-df295b49e99e,project_created,trpc,4.18.0,darwin,sqlite,True,True,elysia,bun,posthog-node,none,turborepo,,,v20.18.2,bun,True,drizzle,2.14.0,True,next,2025-05-28T16:44:09.584Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:44:10.525000+00:00,162968,cli_1748450649581_6b9a3fbcda73415e9687ef846336f9e7,,2025-05-28 16:44:11.026000+00:00,,,,,,,,,,,,project_created,cli_1748450649581_6b9a3fbcda73415e9687ef846336f9e7,ba50ce6c-4b99-5842-aae7-4d9693e1fb41,,posthog-node,2025-05-28 16:44:10.525000+00:00
019717c2-539c-7d6c-9b1a-1d5d1d0112c4,project_created,trpc,4.18.0,darwin,postgres,False,True,hono,bun,posthog-node,none,,,,v20.18.0,bun,False,prisma,2.14.0,True,tanstack-router,2025-05-28T16:38:20.828Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:38:21.495000+00:00,162968,cli_1748450300824_ac45c5e3d09a47929f94024f0ba81f6e,,2025-05-28 16:38:21.767000+00:00,ai,,,,,,,,,,,project_created,cli_1748450300824_ac45c5e3d09a47929f94024f0ba81f6e,2a96bc6b-86ae-5a6f-8a46-65d8a1998660,,posthog-node,2025-05-28 16:38:21.495000+00:00
019717c1-629a-7429-af7c-2d97299973d8,project_created,none,4.18.0,win32,none,False,True,convex,bun,posthog-node,none,biome,turborepo,,v22.16.0,none,True,none,2.14.0,True,next,2025-05-28T16:37:19.131Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:37:21.037000+00:00,162968,cli_1748450239125_91a9257a9e774dedb912a0268d05387e,,2025-05-28 16:37:21.565000+00:00,todo,,,,,,,,,,,project_created,cli_1748450239125_91a9257a9e774dedb912a0268d05387e,70c1431b-0819-531b-ade1-79dc78368be6,,posthog-node,2025-05-28 16:37:21.037000+00:00
019717b8-c1c7-7f62-9809-f9797c2dab35,project_created,none,4.18.0,win32,none,False,True,convex,bun,posthog-node,none,,,,v20.13.1,none,False,none,2.14.0,False,tanstack-start,2025-05-28T16:27:53.671Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:27:48.966000+00:00,162968,cli_1748449673666_29c38866d1b242d9aecb9958a71028bd,,2025-05-28 16:27:49.302000+00:00,todo,,,,,,,,,,,project_created,cli_1748449673666_29c38866d1b242d9aecb9958a71028bd,e0f9d97f-fcd7-501e-bf6a-6e3751f8a987,,posthog-node,2025-05-28 16:27:48.966000+00:00
019717b7-8abf-713d-a84d-9358feb5c37c,project_created,trpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,none,biome,,,v24.1.0,bun,True,drizzle,2.14.0,False,next,2025-05-28T16:26:34.048Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:26:34.704000+00:00,162968,cli_1748449594045_38355096e78f472ebd53686f9de2f0d7,,2025-05-28 16:26:35.900000+00:00,,,,native-unistyles,,,,,,,,project_created,cli_1748449594045_38355096e78f472ebd53686f9de2f0d7,d7a48059-a534-5546-a9e3-81fb6f5479ef,,posthog-node,2025-05-28 16:26:34.704000+00:00
019717af-6d65-75a7-abd2-cb920600265d,project_created,trpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,none,biome,,,v24.1.0,bun,True,drizzle,2.14.0,True,next,2025-05-28T16:17:42.245Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:17:42.901000+00:00,162968,cli_1748449062240_92591981638e467c84f136456029dbca,,2025-05-28 16:17:43.218000+00:00,todo,,,native-unistyles,,,,,,,,project_created,cli_1748449062240_92591981638e467c84f136456029dbca,1075706d-13b4-561a-990c-a2841497c0ce,,posthog-node,2025-05-28 16:17:42.901000+00:00
019717a0-fd03-70a7-a133-a857ec70711d,project_created,trpc,4.18.0,linux,sqlite,True,True,next,bun,posthog-node,none,turborepo,pwa,,v20.19.1,node,False,prisma,2.14.0,True,react-router,2025-05-28T16:01:55.972Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:01:56.638000+00:00,162968,cli_1748448115965_0cb7a60b431142aa86bdb6f1832e8bcf,,2025-05-28 16:01:57.048000+00:00,todo,,,,,,,,,,,project_created,cli_1748448115965_0cb7a60b431142aa86bdb6f1832e8bcf,85a8bc17-d7da-5d5b-b338-77157e666c5a,,posthog-node,2025-05-28 16:01:56.638000+00:00
0197179f-bc43-72bc-89c9-ff5c3339d6d9,project_created,none,4.18.0,win32,none,False,True,convex,bun,posthog-node,none,,,,v20.13.1,none,False,none,2.14.0,False,tanstack-router,2025-05-28T16:00:33.859Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 16:00:29.186000+00:00,162968,cli_1748448033854_8087e62239fe415cbaab802e6311631a,,2025-05-28 16:00:37.669000+00:00,todo,,,,,,,,,,,project_created,cli_1748448033854_8087e62239fe415cbaab802e6311631a,599a34f7-dba0-5c69-9a24-62e1b15c748f,,posthog-node,2025-05-28 16:00:29.186000+00:00
0197179e-6300-7198-964d-0716e4879534,project_created,orpc,4.18.0,darwin,postgres,True,True,fastify,pnpm,posthog-node,supabase,biome,husky,pwa,v21.5.0,node,True,drizzle,2.14.0,True,next,2025-05-28T15:59:05.472Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 15:59:05.904000+00:00,162968,cli_1748447945468_3b0eef6764d94e8c8f9bc3d3f499ae2b,,2025-05-28 15:59:06.173000+00:00,ai,todo,starlight,native-nativewind,turborepo,,,,,,,project_created,cli_1748447945468_3b0eef6764d94e8c8f9bc3d3f499ae2b,e83fbbee-b433-5ff7-a53e-f3dd278ba5e0,,posthog-node,2025-05-28 15:59:05.904000+00:00
01971796-b957-79bc-adb0-ad6a9cc10253,project_created,trpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,none,biome,turborepo,,v24.1.0,bun,True,drizzle,2.14.0,True,next,2025-05-28T15:50:43.287Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 15:50:43.956000+00:00,162968,cli_1748447443284_c6feab0f47a542b0b6be4ecb73bd1f0d,,2025-05-28 15:52:10.401000+00:00,todo,,,native-unistyles,,,,,,,,project_created,cli_1748447443284_c6feab0f47a542b0b6be4ecb73bd1f0d,20919932-c820-5672-8606-b49a45758a64,,posthog-node,2025-05-28 15:50:43.956000+00:00
01971791-960e-7df4-8224-433cf18ed953,project_created,none,4.18.0,darwin,none,False,True,convex,npm,posthog-node,none,,,,v20.17.0,none,False,none,2.14.0,True,react-router,2025-05-28T15:45:06.575Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 15:45:06.891000+00:00,162968,cli_1748447106567_c90db2d7031d47f09dc886ade8486e83,,2025-05-28 15:45:14.167000+00:00,todo,,,,,,,,,,,project_created,cli_1748447106567_c90db2d7031d47f09dc886ade8486e83,6a78e2fa-de88-5170-9828-90c80a3bc1c1,,posthog-node,2025-05-28 15:45:06.891000+00:00
