*.uuid,*.event,*.properties.api,*.properties.$lib_version,*.properties.platform,*.properties.database,*.properties.auth,*.properties.$geoip_disable,*.properties.backend,*.properties.packageManager,*.properties.$lib,*.properties.dbSetup,*.properties.addons.0,*.properties.addons.1,*.properties.addons.2,*.properties.node_version,*.properties.runtime,*.properties.git,*.properties.orm,*.properties.cli_version,*.properties.install,*.properties.frontend.0,*.properties.$sent_at,*.properties.$transformations_succeeded.0,*.properties.$transformations_succeeded.1,*.timestamp,*.team_id,*.distinct_id,*.elements_chain,*.created_at,*.properties.examples.0,*.properties.examples.1,*.properties.addons.3,*.properties.frontend.1,*.properties.addons.4,*.properties.addons.5,*.properties.$ip,*.properties.timestamp,*.properties.projectDir,*.properties.projectName,*.properties.relativePath,event,person_display_name -- Person.display_name,person_display_name -- Person.id,"coalesce(properties.$current_url, properties.$screen_name) -- Url / Screen",properties.$lib,timestamp
01971986-5fdf-7c19-8eb8-71a333eab781,project_created,trpc,4.18.0,linux,sqlite,True,True,hono,bun,posthog-node,turso,biome,husky,pwa,v22.4.1,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-29T00:52:06.24Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-29 00:52:06.004000+00:00,162968,cli_1748479926220_bc5e0e8d0847484a97c1de2e3ec9c81d,,2025-05-29 00:52:06.297000+00:00,todo,,turborepo,,,,,,,,,project_created,cli_1748479926220_bc5e0e8d0847484a97c1de2e3ec9c81d,d3120459-8f0e-536f-923f-d7ba548a5f42,,posthog-node,2025-05-29 00:52:06.004000+00:00
01971954-a21b-7c80-90d7-93c0e6dc2438,project_created,trpc,4.18.0,linux,postgres,True,True,hono,pnpm,posthog-node,none,biome,husky,turborepo,v22.15.0,node,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T23:57:46.395Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 23:57:46.791000+00:00,162968,cli_1748476666392_ce71dec8306448bb8ec657ab842dd5e6,,2025-05-28 23:57:47.015000+00:00,,,,,,,,,,,,project_created,cli_1748476666392_ce71dec8306448bb8ec657ab842dd5e6,960b3a14-747f-5a62-b63d-c1e02230e77c,,posthog-node,2025-05-28 23:57:46.791000+00:00
0197193f-0d08-7a7b-9ac6-fda72eb3a941,project_created,trpc,4.18.0,linux,postgres,True,True,hono,pnpm,posthog-node,none,turborepo,,,v22.14.0,node,False,prisma,2.14.0,False,tanstack-router,2025-05-28T23:34:11.977Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 23:34:15.037000+00:00,162968,cli_1748475251971_1decaab3c0774842b7be410f486e76d5,,2025-05-28 23:34:40.753000+00:00,,,,,,,,,,,,project_created,cli_1748475251971_1decaab3c0774842b7be410f486e76d5,4bbc92bb-6d23-5a5e-ba65-5c4887162867,,posthog-node,2025-05-28 23:34:15.037000+00:00
01971937-c88e-7e59-85a4-e6a04884558b,project_created,trpc,4.18.0,linux,postgres,True,True,hono,pnpm,posthog-node,none,biome,husky,turborepo,v22.15.0,node,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T23:26:15.695Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 23:26:16.269000+00:00,162968,cli_1748474775691_6c291a11af7949848781272f6f8a24f7,,2025-05-28 23:26:16.611000+00:00,,,,,,,,,,,,project_created,cli_1748474775691_6c291a11af7949848781272f6f8a24f7,8d74f527-5a90-5177-a06f-c47f1625c4bb,,posthog-node,2025-05-28 23:26:16.269000+00:00
01971922-db4f-79d7-86a8-47bdea45138e,project_created,none,4.18.0,darwin,none,False,True,convex,bun,posthog-node,none,biome,husky,tauri,v20.10.0,none,True,none,2.14.0,True,tanstack-start,2025-05-28T23:03:24.24Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 23:03:24.715000+00:00,162968,cli_1748473404237_77a2c1f283e145fca339013087a57258,,2025-05-28 23:03:25.145000+00:00,todo,,turborepo,native-nativewind,,,,,,,,project_created,cli_1748473404237_77a2c1f283e145fca339013087a57258,d9874717-0172-5017-8a41-2304e6757d40,,posthog-node,2025-05-28 23:03:24.715000+00:00
0197191d-778c-71f8-bb81-1ea55cc330ec,project_created,trpc,4.18.0,win32,postgres,False,True,hono,pnpm,posthog-node,none,turborepo,,,v22.14.0,node,True,drizzle,2.14.0,True,next,2025-05-28T22:57:31.021Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 22:57:32.419000+00:00,162968,cli_1748473051014_b49ae30857c64ea18d0305cb25a35cba,,2025-05-28 22:57:32.713000+00:00,ai,todo,,,,,,,,,,project_created,cli_1748473051014_b49ae30857c64ea18d0305cb25a35cba,7f5a4284-da39-5f35-a0a3-d3cb1b2e85c4,,posthog-node,2025-05-28 22:57:32.419000+00:00
01971913-132b-73c0-82b9-a8481f51ac7d,project_created,trpc,4.18.0,darwin,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v20.17.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T22:46:09.963Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 22:46:10.363000+00:00,162968,cli_1748472369957_15b52ed604984bfb817db56570830c02,,2025-05-28 22:46:10.550000+00:00,,,,,,,,,,,,project_created,cli_1748472369957_15b52ed604984bfb817db56570830c02,2f4aae10-1be6-5073-95b5-de1483173e1b,,posthog-node,2025-05-28 22:46:10.363000+00:00
019718f6-594b-7365-82e3-3d0686545d8b,project_created,none,4.18.0,win32,none,False,True,none,bun,posthog-node,none,turborepo,,,v22.15.1,none,True,none,2.14.0,True,tanstack-start,2025-05-28T22:14:47.372Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 22:14:47.197000+00:00,162968,cli_1748470487368_50d1a1244c8f4337a1467a560ba69280,,2025-05-28 22:14:47.473000+00:00,,,,,,,,,,,,project_created,cli_1748470487368_50d1a1244c8f4337a1467a560ba69280,70c7a5ca-4cfa-52d4-b515-74d0514eb418,,posthog-node,2025-05-28 22:14:47.197000+00:00
019718f5-7cb1-76ea-a2e1-aa1274878004,project_created,none,4.18.0,linux,none,False,True,convex,pnpm,posthog-node,none,biome,turborepo,,v22.16.0,none,True,none,2.14.0,True,tanstack-start,2025-05-28T22:13:50.897Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 22:13:51.263000+00:00,162968,cli_1748470430887_020af2c332ac431380ae9c090ad359c9,,2025-05-28 22:13:51.440000+00:00,todo,,,,,,,,,,,project_created,cli_1748470430887_020af2c332ac431380ae9c090ad359c9,06a3d964-5818-5a3d-aba8-4d742d0e4fa4,,posthog-node,2025-05-28 22:13:51.263000+00:00
019718e3-053d-777d-97ac-8c261c6f0278,project_created,none,4.18.0,linux,none,False,True,none,pnpm,posthog-node,none,biome,husky,turborepo,v23.6.1,none,True,none,2.14.0,True,tanstack-start,2025-05-28T21:53:40.67Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 21:53:40.516000+00:00,162968,cli_1748469220667_7a869fee90e94ca2a8d073141ae2a04e,,2025-05-28 21:53:41.798000+00:00,,,,,,,,,,,,project_created,cli_1748469220667_7a869fee90e94ca2a8d073141ae2a04e,1d25a277-ceeb-58e2-b7c9-98100f7747ce,,posthog-node,2025-05-28 21:53:40.516000+00:00
019718de-1db1-771e-908b-da4cb1f29bf5,project_created,trpc,4.18.0,win32,postgres,True,True,hono,bun,posthog-node,none,starlight,,,v22.14.0,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T21:48:19.249Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 21:48:21.888000+00:00,162968,cli_1748468899240_0875559569a044a1a63ee9b164e1b6c0,,2025-05-28 21:48:22.144000+00:00,,,,,,,,,,,,project_created,cli_1748468899240_0875559569a044a1a63ee9b164e1b6c0,48313cf4-bd8b-5f1d-911e-8967914631f8,,posthog-node,2025-05-28 21:48:21.888000+00:00
019718d0-b8cb-7887-b834-9c676ba87c0a,project_created,none,4.18.0,linux,none,False,True,none,pnpm,posthog-node,none,biome,husky,turborepo,v23.6.1,none,True,none,2.14.0,True,tanstack-start,2025-05-28T21:33:41.451Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 21:33:41.805000+00:00,162968,cli_1748468021445_a6045939111f42748aee3724dc7fa0de,,2025-05-28 21:33:42.160000+00:00,,,,,,,,,,,,project_created,cli_1748468021445_a6045939111f42748aee3724dc7fa0de,0c8040d4-27f3-58e4-b5c8-8967ec7d13f9,,posthog-node,2025-05-28 21:33:41.805000+00:00
019718c9-75d6-708c-8e23-da9dbb22c6d0,project_created,none,4.18.0,darwin,none,False,True,convex,bun,posthog-node,none,biome,husky,turborepo,v23.11.0,none,False,none,2.14.0,False,svelte,2025-05-28T21:25:45.558Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 21:25:46.109000+00:00,162968,cli_1748467545556_72fcfc4302504a68b0de9948e53d37ef,,2025-05-28 21:25:46.445000+00:00,todo,,,native-nativewind,,,,,,,,project_created,cli_1748467545556_72fcfc4302504a68b0de9948e53d37ef,0c03ab93-8f50-5c6f-b508-613df6d2527c,,posthog-node,2025-05-28 21:25:46.109000+00:00
019718b7-4e48-7ff9-a285-7185668fd6a9,project_created,trpc,4.18.0,darwin,sqlite,True,True,hono,pnpm,posthog-node,turso,turborepo,,,v22.14.0,node,False,drizzle,2.14.0,True,next,2025-05-28T21:05:55.784Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 21:05:56.159000+00:00,162968,cli_1748466355781_a76dcc2a4e244e309080f71bb1035ae9,,2025-05-28 21:05:56.657000+00:00,,,,,,,,,,,,project_created,cli_1748466355781_a76dcc2a4e244e309080f71bb1035ae9,bb558683-5bb7-5429-ba8a-05c3aec08845,,posthog-node,2025-05-28 21:05:56.159000+00:00
019718b5-99b3-7062-9f29-ee95277d911c,project_created,trpc,4.18.0,darwin,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v22.14.0,bun,False,prisma,2.14.0,True,next,2025-05-28T21:04:04.02Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 21:04:04.393000+00:00,162968,cli_1748466244017_616761878bde4993a5889481c68ed8c2,,2025-05-28 21:04:14.207000+00:00,,,,,,,,,,,,project_created,cli_1748466244017_616761878bde4993a5889481c68ed8c2,464b92b3-146b-5aab-b211-a7c97c4d7838,,posthog-node,2025-05-28 21:04:04.393000+00:00
019718a4-b153-7e33-beda-0c30901cd042,project_created,trpc,4.18.0,win32,postgres,False,True,hono,pnpm,posthog-node,neon,biome,turborepo,,v22.5.1,bun,False,drizzle,2.14.0,True,tanstack-router,2025-05-28T20:45:35.956Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:45:40.193000+00:00,162968,cli_1748465135946_06d5b90ceb9b44658ab06df16b07183f,,2025-05-28 20:45:40.782000+00:00,,,,,,,,,,,,project_created,cli_1748465135946_06d5b90ceb9b44658ab06df16b07183f,9a441042-f1d3-54d2-8e50-6851a07fb5e2,,posthog-node,2025-05-28 20:45:40.193000+00:00
0197189d-e64c-7257-9709-76d2e2d5afcf,project_created,orpc,4.18.0,win32,postgres,True,True,hono,bun,posthog-node,none,husky,starlight,turborepo,v22.14.0,bun,True,prisma,2.14.0,True,next,2025-05-28T20:38:10.764Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:38:12.160000+00:00,162968,cli_1748464690758_47911f0c23a0496c89769360649980d7,,2025-05-28 20:38:12.463000+00:00,,,,native-nativewind,,,,,,,,project_created,cli_1748464690758_47911f0c23a0496c89769360649980d7,c471bdbc-b82a-5a03-8a07-a5fb4a3affb2,,posthog-node,2025-05-28 20:38:12.160000+00:00
01971894-5e0a-7ff9-8804-f3dfea3f0073,project_created,trpc,4.18.0,darwin,sqlite,True,True,hono,pnpm,posthog-node,turso,turborepo,,,v22.14.0,node,False,drizzle,2.14.0,True,tanstack-router,2025-05-28T20:27:46.058Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:27:46.440000+00:00,162968,cli_1748464066055_fdd72f54e9c64ba3ae616b2eb864119c,,2025-05-28 20:27:46.714000+00:00,,,,,,,,,,,,project_created,cli_1748464066055_fdd72f54e9c64ba3ae616b2eb864119c,f247da36-27c9-5a7a-873c-87303045da85,,posthog-node,2025-05-28 20:27:46.440000+00:00
01971894-3e93-79a7-820e-33fd39d64cb4,project_created,trpc,4.18.0,darwin,sqlite,True,True,hono,bun,posthog-node,none,biome,husky,turborepo,v22.13.1,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T20:27:38.003Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:27:40.250000+00:00,162968,cli_1748464058001_1df6b7bfece94cb89d54860cd3a5580f,,2025-05-28 20:30:30.338000+00:00,todo,,,,,,,,,,,project_created,cli_1748464058001_1df6b7bfece94cb89d54860cd3a5580f,9e3b1329-9998-5446-abda-a9636866339c,,posthog-node,2025-05-28 20:27:40.250000+00:00
01971890-9b68-7c99-8207-08f27705fa8c,project_created,trpc,4.18.0,darwin,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v22.14.0,bun,False,prisma,2.14.0,True,tanstack-router,2025-05-28T20:23:39.624Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:23:39.995000+00:00,162968,cli_1748463819621_3062d3459e594ec58764dbb92262d5a5,,2025-05-28 20:23:42.852000+00:00,,,,,,,,,,,,project_created,cli_1748463819621_3062d3459e594ec58764dbb92262d5a5,f31e73b1-361e-590e-837e-dee49be85ce0,,posthog-node,2025-05-28 20:23:39.995000+00:00
0197188c-7d2a-7f69-b1fc-23de179eba4d,project_created,trpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,none,turborepo,,,v22.13.1,bun,True,drizzle,2.14.0,True,tanstack-router,2025-05-28T20:19:09.739Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:19:10.445000+00:00,162968,cli_1748463549736_d17e8cb4310a4ee3b001d1083fb4b9da,,2025-05-28 20:19:11.709000+00:00,todo,,,,,,,,,,,project_created,cli_1748463549736_d17e8cb4310a4ee3b001d1083fb4b9da,c6cbab86-dba9-5be6-b2f1-07ed15b091a1,,posthog-node,2025-05-28 20:19:10.445000+00:00
0197188b-d7e5-7c78-a7fb-1878e9be4eff,project_created,none,4.18.0,darwin,none,False,True,none,bun,posthog-node,none,turborepo,,,v22.14.0,none,False,none,2.14.0,True,next,2025-05-28T20:18:27.429Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:18:27.806000+00:00,162968,cli_1748463507427_43079840919b4094ad4ef6b6e0a42aa0,,2025-05-28 20:18:31.549000+00:00,,,,,,,,,,,,project_created,cli_1748463507427_43079840919b4094ad4ef6b6e0a42aa0,09f24890-4017-5006-914d-5d403e8aaf9c,,posthog-node,2025-05-28 20:18:27.806000+00:00
01971885-6f46-79e7-a23c-42c136320799,project_created,trpc,4.18.0,darwin,sqlite,True,True,next,bun,posthog-node,none,turborepo,,,v22.14.0,node,False,prisma,2.14.0,True,next,2025-05-28T20:11:27.431Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 20:11:27.834000+00:00,162968,cli_1748463087427_0b1d5100b036433e830cedd95eea1cae,,2025-05-28 20:11:31.101000+00:00,,,,,,,,,,,,project_created,cli_1748463087427_0b1d5100b036433e830cedd95eea1cae,102abf3b-72e0-536f-b6f4-dc95dd1ede5c,,posthog-node,2025-05-28 20:11:27.834000+00:00
01971878-d98b-7386-a32b-452732b233e8,project_created,orpc,4.18.0,win32,postgres,True,True,hono,bun,posthog-node,supabase,turborepo,,,v20.18.1,bun,True,prisma,2.14.0,True,next,2025-05-28T19:57:42.667Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:57:40.860000+00:00,162968,cli_1748462262663_94a3458699e3498b82a7644b172e9dcd,,2025-05-28 19:57:41.147000+00:00,,,,,,,,,,,,project_created,cli_1748462262663_94a3458699e3498b82a7644b172e9dcd,57798107-efdd-57d5-9f05-ced43bda34d7,,posthog-node,2025-05-28 19:57:40.860000+00:00
01971876-18cf-714a-bc7e-d2749222db04,project_created,orpc,4.18.0,win32,postgres,True,True,hono,bun,posthog-node,supabase,turborepo,,,v20.18.1,bun,True,prisma,2.14.0,True,svelte,2025-05-28T19:54:42.255Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:54:40.466000+00:00,162968,cli_1748462082251_2992c46e9a1d47ec9d591fd9dd58ea23,,2025-05-28 19:54:41.271000+00:00,ai,,,,,,,,,,,project_created,cli_1748462082251_2992c46e9a1d47ec9d591fd9dd58ea23,3266f01f-57f5-5e6d-a17b-4abdf445e20d,,posthog-node,2025-05-28 19:54:40.466000+00:00
01971873-cdd6-762f-89f4-8805cc72101b,project_created,trpc,4.18.0,linux,sqlite,True,True,hono,bun,posthog-node,none,turborepo,,,v24.1.0,bun,True,prisma,2.14.0,True,tanstack-router,2025-05-28T19:52:11.99Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:52:14.063000+00:00,162968,cli_1748461931987_8e048ff8368d46e6b2b180b349ef3a37,,2025-05-28 19:52:16.156000+00:00,todo,,,native-nativewind,,,,,,,,project_created,cli_1748461931987_8e048ff8368d46e6b2b180b349ef3a37,de374f51-a0b4-5745-b450-ee078c84ee3d,,posthog-node,2025-05-28 19:52:14.063000+00:00
01971865-9e6d-7784-8b12-bb327e0e5a2b,project_created,none,4.18.0,darwin,none,False,True,convex,npm,posthog-node,none,biome,husky,turborepo,v20.9.0,none,True,none,2.14.0,True,tanstack-start,2025-05-28T19:36:42.35Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:36:43.362000+00:00,162968,cli_1748461002346_431e4b707edb42d6a825478e51999c6a,,2025-05-28 19:36:43.999000+00:00,todo,,,native-nativewind,,,,,,,,project_created,cli_1748461002346_431e4b707edb42d6a825478e51999c6a,09ab3895-f414-5d45-a988-2a014e7877a3,,posthog-node,2025-05-28 19:36:43.362000+00:00
01971861-7b51-7f56-9b12-9648b9a7f9b7,project_created,orpc,4.18.0,darwin,postgres,True,True,fastify,pnpm,posthog-node,neon,turborepo,,,v22.15.0,node,True,drizzle,2.14.0,True,next,2025-05-28T19:32:11.217Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:32:11.548000+00:00,162968,cli_1748460731215_f38b8daa09fc406a85e421de057f5282,,2025-05-28 19:32:13.475000+00:00,ai,,,,,,,,,,,project_created,cli_1748460731215_f38b8daa09fc406a85e421de057f5282,989f6674-1b72-5871-94ad-7f40f5c27347,,posthog-node,2025-05-28 19:32:11.548000+00:00
01971860-2968-7546-9465-ecf555a7b770,project_created,orpc,4.18.0,darwin,postgres,True,True,fastify,pnpm,posthog-node,neon,turborepo,,,v22.15.0,node,True,drizzle,2.14.0,True,next,2025-05-28T19:30:44.712Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:30:45.040000+00:00,162968,cli_1748460644711_9968a491a413492c9e6f799e6208f1e9,,2025-05-28 19:30:45.489000+00:00,ai,,,,,,,,,,,project_created,cli_1748460644711_9968a491a413492c9e6f799e6208f1e9,5ad399e0-fd20-5dc1-b22d-e25efc8cdcb2,,posthog-node,2025-05-28 19:30:45.040000+00:00
0197185b-845b-72d1-a4ed-dfbac13ce70a,project_created,orpc,4.18.0,darwin,sqlite,True,True,hono,bun,posthog-node,turso,biome,pwa,turborepo,v22.14.0,bun,True,drizzle,2.14.0,True,solid,2025-05-28T19:25:40.315Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:25:41.058000+00:00,162968,cli_1748460340309_03bed828cee941f7b0317d09610bb429,,2025-05-28 19:25:42.603000+00:00,,,,,,,,,,,,project_created,cli_1748460340309_03bed828cee941f7b0317d09610bb429,2168e115-a9a0-507b-b478-14968ae0deef,,posthog-node,2025-05-28 19:25:41.058000+00:00
01971845-fde2-713f-abae-57eaae6364e5,project_created,none,4.18.0,darwin,none,False,True,convex,bun,posthog-node,none,biome,turborepo,,v20.10.0,none,True,none,2.14.0,False,tanstack-start,2025-05-28T19:02:09.635Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 19:02:10.189000+00:00,162968,cli_1748458929631_d4b141f852f04f6a8e8de8e21d5f62c6,,2025-05-28 19:02:10.806000+00:00,todo,,,native-nativewind,,,,,,,,project_created,cli_1748458929631_d4b141f852f04f6a8e8de8e21d5f62c6,ccdd7ea9-2a36-5b39-bc0e-116571f8eb89,,posthog-node,2025-05-28 19:02:10.189000+00:00
01971832-5b08-7c04-8f1a-94030c1fc1a2,project_created,trpc,4.18.0,win32,sqlite,True,True,next,bun,posthog-node,none,biome,,,v22.16.0,bun,True,drizzle,2.14.0,True,next,2025-05-28T18:40:42.761Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:40:44.952000+00:00,162968,cli_1748457642758_7c98c7a1dcf14740b0e7d4175577f716,,2025-05-28 18:40:45.179000+00:00,,,,,,,,,,,,project_created,cli_1748457642758_7c98c7a1dcf14740b0e7d4175577f716,119218f8-4e06-5c06-9d07-b40f31119ae8,,posthog-node,2025-05-28 18:40:44.952000+00:00
01971831-bc66-7c88-939a-d60aa53971e0,project_created,none,4.18.0,win32,none,False,True,none,pnpm,posthog-node,none,,,,v22.15.0,none,True,none,2.14.0,True,tanstack-router,2025-05-28T18:40:02.151Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:40:02.450000+00:00,162968,cli_1748457602136_f70d711b16d34314b2bcede8a849ee4d,,2025-05-28 18:40:04.494000+00:00,,,,,,,,,,,,project_created,cli_1748457602136_f70d711b16d34314b2bcede8a849ee4d,8ea19c42-aac1-5c25-8d4d-4aa2b44ea2b0,,posthog-node,2025-05-28 18:40:02.450000+00:00
0197182b-5d2f-7599-b347-df1a92486079,project_created,none,4.18.0,darwin,none,False,True,convex,bun,posthog-node,none,biome,turborepo,,v23.11.0,none,True,none,2.14.0,True,next,2025-05-28T18:33:04.559Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:33:05.030000+00:00,162968,cli_1748457184553_87d6b6e08be34aecb44e2371f2e963e0,,2025-05-28 18:33:07.236000+00:00,todo,,,,,,,,,,,project_created,cli_1748457184553_87d6b6e08be34aecb44e2371f2e963e0,38cf9402-0f23-5cbd-9f7e-4a0788b5f6de,,posthog-node,2025-05-28 18:33:05.030000+00:00
0197182b-632a-79bd-a913-dc69be95fd20,project_created,trpc,4.18.0,win32,postgres,True,True,hono,pnpm,posthog-node,none,turborepo,,,v22.14.0,bun,True,drizzle,2.14.0,True,tanstack-start,2025-05-28T18:33:06.09Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:33:04.872000+00:00,162968,cli_1748457186083_078f6983a7fe4b04b96fb274271078d1,,2025-05-28 18:33:05.240000+00:00,todo,,,,,,,,,,,project_created,cli_1748457186083_078f6983a7fe4b04b96fb274271078d1,8bdd63d4-d959-57c5-9bf9-5b05342a264d,,posthog-node,2025-05-28 18:33:04.872000+00:00
01971829-f74f-743a-8df0-cd6dacb9a4f1,project_created,trpc,4.18.0,darwin,postgres,True,True,hono,bun,posthog-node,none,turborepo,,,v22.6.0,bun,True,prisma,2.14.0,True,next,2025-05-28T18:31:32.943Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:31:33.333000+00:00,162968,cli_1748457092941_938b8a5a26f04a418f8ecf36f815eb73,,2025-05-28 18:31:33.651000+00:00,,,,,,,,,,,,project_created,cli_1748457092941_938b8a5a26f04a418f8ecf36f815eb73,964c40e1-a855-5c3e-87c8-c0641ae0b1af,,posthog-node,2025-05-28 18:31:33.333000+00:00
01971826-3ab1-7c2e-a1d3-a4b70c69c917,project_created,trpc,4.18.0,win32,sqlite,True,True,next,bun,posthog-node,none,biome,turborepo,,v22.16.0,bun,True,drizzle,2.14.0,True,next,2025-05-28T18:27:28.049Z,IP Anonymization (01971718-ae6a-0000-59c6-768abd05a9b7),Property Filter (0197176d-380a-0000-8ad0-1921c6ff6e56),2025-05-28 18:27:30.200000+00:00,162968,cli_1748456848046_22b1606733084b938cce318a8f4c574b,,2025-05-28 18:27:31.218000+00:00,,,,,,,,,,,,project_created,cli_1748456848046_22b1606733084b938cce318a8f4c574b,8e998324-d0df-5e8d-a36c-f0aab8c5cf3f,,posthog-node,2025-05-28 18:27:30.200000+00:00
